,Title,Date,Link to event
425,New Irish Cuisine with Judith McLoughlin,"Thu, Nov 17, 2022 6:00 PM EST (-05:00)",https://www.eventbrite.com/e/new-irish-cuisine-with-judith-mcloughlin-tickets-376735444857?aff=ebdssbonlinesearch
426,Art Unlocked: Leamington Spa Art Gallery & Museum,"Wed, Nov 9, 2022 5:30 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/art-unlocked-leamington-spa-art-gallery-museum-tickets-439757224697?aff=ebdssbonlinesearch
427,"2022 ""Being a Leader and the Effective Exercise of Leadership"" Nov 10, 2022","Thu, Nov 10, 2022 1:00 PM CST (-06:00) + 1 more event",https://www.eventbrite.com/e/2022-being-a-leader-and-the-effective-exercise-of-leadership-nov-10-2022-tickets-220130053917?aff=ebdssbonlinesearch
428,What Is UX Strategy? —  with Bonanza Design & The Fountain Institute,"Wed, Nov 9, 2022 6:30 PM CET (+01:00)",https://www.eventbrite.com/e/what-is-ux-strategy-with-bonanza-design-the-fountain-institute-tickets-432703877947?aff=ebdssbonlinesearch
429,AI + Health,"Tue, Dec 6, 2022 8:00 AM PST (-08:00)",https://www.eventbrite.com/e/ai-health-registration-339337857667?aff=ebdssbonlinesearch
430,Critical thinking and writing (Beginners) (19:00 - 20:00),"Tue, Nov 15, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/critical-thinking-and-writing-beginners-1900-2000-tickets-425759306547?aff=ebdssbonlinesearch
431,Design better together with Canva for Teams,"Thu, Nov 17, 2022 8:00 PM AEDT (+11:00)",https://www.eventbrite.com/e/design-better-together-with-canva-for-teams-tickets-432401974947?aff=ebdssbonlinesearch
432,Peace Psychology and Global Challenges in 2022,"Fri, Nov 18, 2022 7:00 AM AEDT (+11:00)",https://www.eventbrite.com/e/peace-psychology-and-global-challenges-in-2022-tickets-403876634887?aff=ebdssbonlinesearch
433,Pressure Ulcers and Management  - Wounds on Thursday -  Webinar series,"Thu, Nov 10, 2022 1:00 PM GMT (+00:00) + 2 more events",https://www.eventbrite.co.uk/e/pressure-ulcers-and-management-wounds-on-thursday-webinar-series-tickets-429142575997?aff=ebdssbonlinesearch
434,"Money, corruption and slavery in the Roman Empire: Ostia Antica.","Fri, Nov 11, 2022 3:30 PM EST (-05:00)",https://www.eventbrite.com/e/money-corruption-and-slavery-in-the-roman-empire-ostia-antica-tickets-444109833467?aff=ebdssbonlinesearch
435,Rosenshine Training Trainers Day December,"Thu, Dec 8, 2022 9:15 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/rosenshine-training-trainers-day-december-tickets-411169849087?aff=ebdssbonlinesearch
436,"Small Business Day-Columbus:(Virtual Launch Event) $1,500 in Free Resources","Sat, Nov 12, 2022 9:00 AM EST (-05:00)",https://www.eventbrite.com/e/small-business-day-columbusvirtual-launch-event-1500-in-free-resources-tickets-426467504787?aff=ebdssbonlinesearch
437,Understanding Bipolar Disorder [Free Webinar],"Tue, Dec 6, 2022 12:00 PM CST (-06:00)",https://www.eventbrite.com/e/understanding-bipolar-disorder-free-webinar-tickets-443325467407?aff=ebdssbonlinesearch
438,Collage & Connect,"Thu, Nov 17, 2022 6:30 PM EST (-05:00) + 1 more event",https://www.eventbrite.com/e/collage-connect-tickets-229184937317?aff=ebdssbonlinesearch
439,The Ukraine Startup Conference 2022,"Wed, Dec 7, 2022 7:00 PM EET (+02:00)",https://www.eventbrite.ie/e/the-ukraine-startup-conference-2022-tickets-276474140597?aff=ebdssbonlinesearch
440,"Google Career Certificates Scholarships DfC-NI Q3,22 Partnership Meeting","Thu, Nov 10, 2022 9:00 AM GMT (+00:00) + 2 more events",https://www.eventbrite.com/e/google-career-certificates-scholarships-dfc-ni-q322-partnership-meeting-tickets-433091437147?aff=ebdssbonlinesearch
441,VIRTUAL Black Abolitionist Tour of London,"Tue, Nov 22, 2022 6:00 PM GMT (+00:00) + 1 more event",https://www.eventbrite.co.uk/e/virtual-black-abolitionist-tour-of-london-tickets-105940980324?aff=ebdssbonlinesearch
442,Clinical Research Experience with Probiotics,"Tue, Nov 15, 2022 7:00 PM EST (-05:00)",https://www.eventbrite.com/e/clinical-research-experience-with-probiotics-registration-429912017417?aff=ebdssbonlinesearch
443,Kundalini Yoga and Gong Bath - Online,"Mon, Nov 7, 2022 7:00 PM GMT (+00:00) + 6 more events",https://www.eventbrite.co.uk/e/kundalini-yoga-and-gong-bath-online-tickets-55890355558?aff=ebdssbonlinesearch
444,Online Class: Pierogi and Beer Pairing,"Sat, Nov 19, 2022 6:00 PM EST (-05:00) + 2 more events",https://www.eventbrite.com/e/online-class-pierogi-and-beer-pairing-tickets-361484278207?aff=ebdssbonlinesearch
445,"Osher Integrative Medicine Network Forum, 2022","Thu, Nov 10, 2022 8:00 AM EST (-05:00)",https://www.eventbrite.com/e/osher-integrative-medicine-network-forum-2022-tickets-392813685307?aff=ebdssbonlinesearch
446,Study in the USA Webinar for East Asia,"Thu, Nov 17, 2022 8:00 AM EST (-05:00)",https://www.eventbrite.com/e/study-in-the-usa-webinar-for-east-asia-registration-457002826757?aff=ebdssbonlinesearch
447,The Mayan Route - Palenque,"Thu, Nov 24, 2022 4:30 PM EST (-05:00)",https://www.eventbrite.com/e/the-mayan-route-palenque-tickets-453318426617?aff=ebdssbonlinesearch
448,How to Break Into Tech: Learn to Code with Pursuit,"Thu, Nov 17, 2022 6:00 PM EST (-05:00)",https://www.eventbrite.com/e/how-to-break-into-tech-learn-to-code-with-pursuit-tickets-274450788697?aff=ebdssbonlinesearch
449,Decolonizing Evidence Based Practices in Mental Health,"Wed, Nov 9, 2022 10:00 AM PST (-08:00)",https://www.eventbrite.com/e/decolonizing-evidence-based-practices-in-mental-health-tickets-440480929317?aff=ebdssbonlinesearch
450,Money mistakes to avoid in 2023,"Wed, Nov 16, 2022 12:00 PM AEDT (+11:00)",https://www.eventbrite.com.au/e/money-mistakes-to-avoid-in-2023-tickets-422250160597?aff=ebdssbonlinesearch
451,Hack Concode,"Sat, Nov 12, 2022 12:00 AM IST (+05:30)",https://www.eventbrite.com/e/hack-concode-tickets-411160170137?aff=ebdssbonlinesearch
452,Virtual Information Session about federal resumes and application tips,"Thu, Nov 17, 2022 4:00 PM EST (-05:00)",https://www.eventbrite.com/e/virtual-information-session-about-federal-resumes-and-application-tips-tickets-453434162787?aff=ebdssbonlinesearch
453,Artificial Intelligence Programming with Python (Beginners),"Mon, Nov 7, 2022 4:30 PM GMT (+00:00) + 2 more events",https://www.eventbrite.co.uk/e/artificial-intelligence-programming-with-python-beginners-tickets-409958596197?aff=ebdssbonlinesearch
454,Intro to Tai Chi and Qigong - Online Class!,"Fri, Dec 2, 2022 10:00 AM PST (-08:00) + 12 more events",https://www.eventbrite.com/e/intro-to-tai-chi-and-qigong-online-class-tickets-113022760118?aff=ebdssbonlinesearch
455,Vegan Thanksgiving Cooking Class. A specially curated menu for 2022,"Sat, Nov 19, 2022 4:00 PM EST (-05:00)",https://www.eventbrite.com/e/vegan-thanksgiving-cooking-class-a-specially-curated-menu-for-2022-tickets-425437343547?aff=ebdssbonlinesearch
456,case study: peeling application of an antiaging treatment,"Mon, Nov 28, 2022 10:00 AM CET (+01:00)",https://www.eventbrite.es/e/case-study-peeling-application-of-an-antiaging-treatment-registration-392453417737?aff=ebdssbonlinesearch
457,Random House Workshops: Coffee Self-Talk with Kristen Helmstetter,"Wed, Nov 16, 2022 7:00 PM EST (-05:00)",https://www.eventbrite.com/e/random-house-workshops-coffee-self-talk-with-kristen-helmstetter-tickets-396827059417?aff=ebdssbonlinesearch
458,Mindfulness & Music: Deep Listening,"Mon, Nov 21, 2022 7:00 PM GMT (+00:00) + 1 more event",https://www.eventbrite.co.uk/e/mindfulness-music-deep-listening-tickets-336576749117?aff=ebdssbonlinesearch
459,The Domestication of the Belt and Road Initiative,"Thu, Nov 17, 2022 5:30 PM AEDT (+11:00)",https://www.eventbrite.com.au/e/the-domestication-of-the-belt-and-road-initiative-tickets-396946887827?aff=ebdssbonlinesearch
460,Core 1: Understanding Domestic Abuse and its Impact,"Wed, Nov 23, 2022 10:00 AM GMT (+00:00) + 1 more event",https://www.eventbrite.co.uk/e/core-1-understanding-domestic-abuse-and-its-impact-tickets-107688294588?aff=ebdssbonlinesearch
461,HBR Live Webinar: The Necessary Journey,"Thu, Nov 10, 2022 1:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/hbr-live-webinar-the-necessary-journey-tickets-403411293037?aff=ebdssbonlinesearch
462,Cute Aggression: What Is It and Do I Have It?,"Wed, Nov 9, 2022 1:00 PM PST (-08:00)",https://www.eventbrite.com/e/cute-aggression-what-is-it-and-do-i-have-it-tickets-461212548147?aff=ebdssbonlinesearch
463,Social Work in Libraries Symposium,"Thu, Dec 1, 2022 9:00 AM AEDT (+11:00)",https://www.eventbrite.com.au/e/social-work-in-libraries-symposium-tickets-415778764477?aff=ebdssbonlinesearch
464,Baklava Making Online Workshop,"Tue, Nov 8, 2022 11:00 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/baklava-making-online-workshop-tickets-443344293717?aff=ebdssbonlinesearch
465,Land Return / Return to Land,"Wed, Nov 16, 2022 6:00 PM PST (-08:00)",https://www.eventbrite.com/e/land-return-return-to-land-tickets-444870227827?aff=ebdssbonlinesearch
466,CISA Active Shooter Preparedness Webinar - Region 2 - NJ / NY / PR / USVI,"Wed, Nov 9, 2022 2:00 PM EST (-05:00)",https://www.eventbrite.com/e/cisa-active-shooter-preparedness-webinar-region-2-nj-ny-pr-usvi-registration-422678050427?aff=ebdssbonlinesearch
467,Training the Regenerative Medicine Workforce for the Future: A Workshop,"Tue, Nov 15, 2022 12:00 PM EST (-05:00)",https://www.eventbrite.com/e/training-the-regenerative-medicine-workforce-for-the-future-a-workshop-tickets-421378032037?aff=ebdssbonlinesearch
468,Online Drawing Workshop: Woodpecker Bird,"Wed, Nov 23, 2022 3:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/online-drawing-workshop-woodpecker-bird-tickets-444576699877?aff=ebdssbonlinesearch
469,"Small Business Day-Jacksonville:(Virtual Launch Event)$1,500 Free Resources","Sat, Nov 19, 2022 9:00 AM EST (-05:00)",https://www.eventbrite.com/e/small-business-day-jacksonvillevirtual-launch-event1500-free-resources-tickets-426470313187?aff=ebdssbonlinesearch
470,Women In Business that Connect & Learn (women empowerment),"Wed, Nov 16, 2022 10:30 AM CST (-06:00) + 2 more events",https://www.eventbrite.com/e/women-in-business-that-connect-learn-women-empowerment-tickets-263950873167?aff=ebdssbonlinesearch
471,What makes a planet habitable?,"Fri, Nov 18, 2022 7:30 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/what-makes-a-planet-habitable-tickets-375930025827?aff=ebdssbonlinesearch
472,“Jackie” (Natalie Portman) - Jacqueline Kennedy Film History Livestream,"Wed, Nov 16, 2022 8:00 PM EST (-05:00)",https://www.eventbrite.com/e/jackie-natalie-portman-jacqueline-kennedy-film-history-livestream-tickets-426617573647?aff=ebdssbonlinesearch
473,Free Workshop - Introduction to UI Design by Dribbble - November 18,,https://www.eventbrite.com/e/free-workshop-introduction-to-ui-design-by-dribbble-november-18-tickets-453461745287?aff=ebdssbonlinesearch
474,Virtual Barre Class,"Wed, Nov 9, 2022 7:30 AM EST (-05:00) + 5 more events",https://www.eventbrite.com/e/virtual-barre-class-registration-228943455037?aff=ebdssbonlinesearch
475,Vodou and Art : Between the altar and the market by Leah Gordon on zoom,"Tue, Dec 13, 2022 7:30 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/vodou-and-art-between-the-altar-and-the-market-by-leah-gordon-on-zoom-tickets-237552876047?aff=ebdssbonlinesearch
476,STEM Stitch? Expressing Beauty in Science and Nature with Michelle Hamill,"Wed, Nov 16, 2022 10:00 AM PST (-08:00)",https://www.eventbrite.com/e/stem-stitch-expressing-beauty-in-science-and-nature-with-michelle-hamill-tickets-415446550817?aff=ebdssbonlinesearch
477,Nuturing your child's emotional well-being,"Tue, Nov 8, 2022 8:00 PM GMT (+00:00)",https://www.eventbrite.ie/e/nuturing-your-childs-emotional-well-being-tickets-427075934617?aff=ebdssbonlinesearch
478,Online - The Etruscans at the British Museum,"Tue, Nov 8, 2022 2:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/online-the-etruscans-at-the-british-museum-tickets-391022437637?aff=ebdssbonlinesearch
479,Good Grief: Grief in the Black Community,"Thu, Nov 10, 2022 7:00 PM EST (-05:00) + 1 more event",https://www.eventbrite.com/e/good-grief-grief-in-the-black-community-tickets-250646760207?aff=ebdssbonlinesearch
480,IRS Virtual Job Fair Featuring Variety of Business Divisions,"Wed, Nov 30, 2022 1:00 PM EST (-05:00)",https://www.eventbrite.com/e/irs-virtual-job-fair-featuring-variety-of-business-divisions-tickets-460814858647?aff=ebdssbonlinesearch
481,Building Stories - Suffolk Cottage and The Parchment Works,"Tue, Nov 8, 2022 1:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/building-stories-suffolk-cottage-and-the-parchment-works-tickets-445096805527?aff=ebdssbonlinesearch
482,Reduce Burnout: Using Your Time Wisely,"Fri, Nov 11, 2022 10:00 AM EST (-05:00)",https://www.eventbrite.com/e/reduce-burnout-using-your-time-wisely-tickets-443360341717?aff=ebdssbonlinesearch
483,The Calligraphic Autobahn – Journey to a Friendship,"Sun, Nov 13, 2022 11:00 AM PST (-08:00)",https://www.eventbrite.com/e/the-calligraphic-autobahn-journey-to-a-friendship-tickets-425695315147?aff=ebdssbonlinesearch
484,Understanding Compassion Fatigue and Burnout [Free Webinar],"Thu, Dec 8, 2022 12:00 PM CST (-06:00)",https://www.eventbrite.com/e/understanding-compassion-fatigue-and-burnout-free-webinar-tickets-443348807217?aff=ebdssbonlinesearch
485,2022 Ramanathan Climate Conversation,"Thu, Nov 17, 2022 1:00 PM EST (-05:00)",https://www.eventbrite.com/e/2022-ramanathan-climate-conversation-tickets-444266582307?aff=ebdssbonlinesearch
486,SocietyX  - Therapeutic Poetry Workshop,"Wed, Nov 9, 2022 2:00 PM EST (-05:00) + 29 more events",https://www.eventbrite.com/e/societyx-therapeutic-poetry-workshop-tickets-102527265812?aff=ebdssbonlinesearch
487,"You've got a Start-up idea, now what?","Fri, Nov 11, 2022 12:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/youve-got-a-start-up-idea-now-what-tickets-412749824837?aff=ebdssbonlinesearch
488,Thinking About Business Workshop,"Sat, Nov 19, 2022 9:00 AM CST (-06:00)",https://www.eventbrite.com/e/thinking-about-business-workshop-registration-53151254834?aff=ebdssbonlinesearch
489,Why inequality is the basic driver of the climate crisis,"Fri, Nov 18, 2022 4:00 PM GMT (+00:00)",https://www.eventbrite.com/e/why-inequality-is-the-basic-driver-of-the-climate-crisis-tickets-419460035257?aff=ebdssbonlinesearch
490,Deep Rooted,"Thu, Nov 24, 2022 8:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/deep-rooted-tickets-334542544757?aff=ebdssbonlinesearch
491,Poetry Lit! - Online Reading Series,"Fri, Dec 2, 2022 8:00 PM CET (+01:00) + 9 more events",https://www.eventbrite.nl/e/poetry-lit-online-reading-series-tickets-115998652091?aff=ebdssbonlinesearch
492,2022 HITLAB Innovators Summit,"Tue, Nov 29, 2022 9:00 AM EST (-05:00)",https://www.eventbrite.com/e/2022-hitlab-innovators-summit-tickets-420263157417?aff=ebdssbonlinesearch
493,Health and Wellness with Qigong,"Wed, Nov 16, 2022 9:00 AM PST (-08:00) + 3 more events",https://www.eventbrite.com/e/health-and-wellness-with-qigong-tickets-141388754571?aff=ebdssbonlinesearch
494,Hot Topics presents #PovertyKillsChildren,"Fri, Dec 9, 2022 9:30 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/hot-topics-presents-povertykillschildren-tickets-430467940197?aff=ebdssbonlinesearch
495,Dear America: Letters Home from Vietnam - Film History Livestream,"Sat, Nov 12, 2022 3:00 PM EST (-05:00)",https://www.eventbrite.com/e/dear-america-letters-home-from-vietnam-film-history-livestream-tickets-426614173477?aff=ebdssbonlinesearch
496,Launch RON 2023,"Sat, Dec 3, 2022 10:00 AM EST (-05:00)",https://www.eventbrite.com/e/launch-ron-2023-tickets-410407197977?aff=ebdssbonlinesearch
497,Pan Sussex Self-Harm Learning Network Conference,"Tue, Nov 22, 2022 9:15 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/pan-sussex-self-harm-learning-network-conference-tickets-387530493137?aff=ebdssbonlinesearch
498,"Emily Bowyer-Kazadi: Deconstructing All Saints Church, Bakewell.","Tue, Nov 8, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/emily-bowyer-kazadi-deconstructing-all-saints-church-bakewell-tickets-409190167807?aff=ebdssbonlinesearch
499,Cultural Creations-Jewelry Workshop with Declan O' Meara,"Sat, Nov 12, 2022 2:00 PM EST (-05:00)",https://www.eventbrite.com/e/cultural-creations-jewelry-workshop-with-declan-o-meara-tickets-331978144567?aff=ebdssbonlinesearch
500,Cultural Creations-Jewelry Workshop with Declan O' Meara,"Sat, Nov 12, 2022 2:00 PM EST (-05:00)",https://www.eventbrite.com/e/cultural-creations-jewelry-workshop-with-declan-o-meara-tickets-331978144567?aff=ebdssbonlinesearch
501,clinical follow-up of the cosmelan® method,"Mon, Nov 7, 2022 10:00 AM CET (+01:00)",https://www.eventbrite.es/e/clinical-follow-up-of-the-cosmelan-method-registration-392453287347?aff=ebdssbonlinesearch
502,Unraveling Dyslexia: A Closer Look at the GaDOE Dyslexia Video Series (#2),"Wed, Nov 16, 2022 7:00 PM EST (-05:00)",https://www.eventbrite.com/e/unraveling-dyslexia-a-closer-look-at-the-gadoe-dyslexia-video-series-2-tickets-431485222917?aff=ebdssbonlinesearch
503,Blockchain & AI Virtual & Hybrid Hackathon 2022,"Fri, Nov 11, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/blockchain-ai-virtual-hybrid-hackathon-2022-tickets-258821099877?aff=ebdssbonlinesearch
504,My Beekeeping Year Planner  - a talk by Stewart Spinks,"Wed, Dec 7, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/my-beekeeping-year-planner-a-talk-by-stewart-spinks-tickets-327959635097?aff=ebdssbonlinesearch
505,Eating Issues with Neurodivergent Clients - Bernie Wright and Lisa Smith,"Mon, Nov 21, 2022 10:00 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/eating-issues-with-neurodivergent-clients-bernie-wright-and-lisa-smith-tickets-433428946647?aff=ebdssbonlinesearch
506,Bronchiectasis: from primary to secondary care,"Thu, Nov 17, 2022 1:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/bronchiectasis-from-primary-to-secondary-care-tickets-439113609627?aff=ebdssbonlinesearch
507,The Art & Animation of Entergalactic,"Tue, Nov 8, 2022 8:00 AM PST (-08:00)",https://www.eventbrite.co.uk/e/the-art-animation-of-entergalactic-registration-449756342327?aff=ebdssbonlinesearch
508,On the Cosmic Dimension of Human Stories (Livestream),"Thu, Nov 17, 2022 6:00 PM PST (-08:00)",https://www.eventbrite.com/e/on-the-cosmic-dimension-of-human-stories-livestream-tickets-406528085447?aff=ebdssbonlinesearch
509,Bachelor of Science in Nursing (BSN)  Degree Virtual  Info Session,"Tue, Nov 15, 2022 6:00 PM PST (-08:00) + 2 more events",https://www.eventbrite.com/e/bachelor-of-science-in-nursing-bsn-degree-virtual-info-session-registration-128538386775?aff=ebdssbonlinesearch
510,"UX Design: How to create Customer Journey Maps, User Flows and Sitemaps","Wed, Nov 30, 2022 6:30 PM CET (+01:00)",https://www.eventbrite.com/e/ux-design-how-to-create-customer-journey-maps-user-flows-and-sitemaps-tickets-420587216687?aff=ebdssbonlinesearch
511,Lungs&You Educational Event,"Tue, Nov 15, 2022 7:30 PM EST (-05:00) + 2 more events",https://www.eventbrite.com/e/lungsyou-educational-event-registration-250564975587?aff=ebdssbonlinesearch
512,PaperSpecs Live [unboxed],"Thu, Dec 1, 2022 10:00 AM PST (-08:00)",https://www.eventbrite.com/e/paperspecs-live-unboxed-tickets-425979304567?aff=ebdssbonlinesearch
513,What you need to know for better aged care,"Tue, Nov 29, 2022 11:30 AM AEDT (+11:00)",https://www.eventbrite.com.au/e/what-you-need-to-know-for-better-aged-care-registration-404985371147?aff=ebdssbonlinesearch
514,Developing real time project M&E dashboards using Google Forms and PowerBI,"Sat, Nov 19, 2022 7:00 PM CAT (+02:00) + 1 more event",https://www.eventbrite.com/e/developing-real-time-project-me-dashboards-using-google-forms-and-powerbi-tickets-431181614817?aff=ebdssbonlinesearch
515,Polish Pierogies with Zuza Zak,"Sun, Dec 4, 2022 1:00 PM EST (-05:00)",https://www.eventbrite.com/e/polish-pierogies-with-zuza-zak-tickets-433044155727?aff=ebdssbonlinesearch
516,Defer Capital Gains Taxes (online webinar): With or Without a 1031 Exchange,"Thu, Nov 10, 2022 10:00 AM PST (-08:00)",https://www.eventbrite.com/e/defer-capital-gains-taxes-online-webinar-with-or-without-a-1031-exchange-tickets-442281073597?aff=ebdssbonlinesearch
517,SPECIAL EVENT: Every Day is Indigenous Peoples Day,"Thu, Nov 10, 2022 3:00 PM CST (-06:00)",https://www.eventbrite.com/e/special-event-every-day-is-indigenous-peoples-day-registration-418123738357?aff=ebdssbonlinesearch
518,the lip perspective: lip design and filling with cross-linked HA,"Tue, Nov 8, 2022 10:00 AM CET (+01:00)",https://www.eventbrite.es/e/the-lip-perspective-lip-design-and-filling-with-cross-linked-ha-registration-391577507867?aff=ebdssbonlinesearch
519,Creativity Jumpstart: De-stress with Art (Wednesday),"Wed, Nov 9, 2022 2:00 PM EST (-05:00) + 2 more events",https://www.eventbrite.com/e/creativity-jumpstart-de-stress-with-art-wednesday-tickets-390809109567?aff=ebdssbonlinesearch
520,"PHOTOGRAPHY TALK: Taming the chaos, with Kieran Metcalfe","Wed, Nov 9, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/photography-talk-taming-the-chaos-with-kieran-metcalfe-tickets-372783705097?aff=ebdssbonlinesearch
521,Household of Faith's THE POWER OF FASTING,"Thu, Nov 10, 2022 7:00 PM CST (-06:00)",https://www.eventbrite.com/e/household-of-faiths-the-power-of-fasting-tickets-448718397807?aff=ebdssbonlinesearch
522,Web3 Startup Pitch: Founders edition,"Wed, Nov 9, 2022 11:00 AM CET (+01:00)",https://www.eventbrite.de/e/web3-startup-pitch-founders-edition-tickets-439386856917?aff=ebdssbonlinesearch
523,The Power of Play [Free Webinar],"Mon, Dec 19, 2022 12:00 PM CST (-06:00)",https://www.eventbrite.com/e/the-power-of-play-free-webinar-tickets-458458701317?aff=ebdssbonlinesearch
524,Virtual Book Launch: HAVE I TOLD YOU THIS ALREADY? by Lauren Graham,"Mon, Nov 14, 2022 6:00 PM CST (-06:00)",https://www.eventbrite.com/e/virtual-book-launch-have-i-told-you-this-already-by-lauren-graham-tickets-452159239457?aff=ebdssbonlinesearch
525,Was man über ECVM wissen sollte,"Wed, Nov 9, 2022 7:00 PM CET (+01:00)",https://www.eventbrite.com/e/was-man-uber-ecvm-wissen-sollte-tickets-450699663827?aff=ebdssbonlinesearch
526,Understanding options available after school,"Thu, Nov 10, 2022 6:30 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/understanding-options-available-after-school-tickets-444495998497?aff=ebdssbonlinesearch
527,Indigenous Foods Class series- Squash and Maple Syrup,"Thu, Nov 10, 2022 6:00 PM CST (-06:00)",https://www.eventbrite.com/e/indigenous-foods-class-series-squash-and-maple-syrup-tickets-400849390317?aff=ebdssbonlinesearch
528,Book Launch: The Women Who Invented Twentieth-Century Children’s Literature,"Thu, Nov 17, 2022 5:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/book-launch-the-women-who-invented-twentieth-century-childrens-literature-tickets-424176642757?aff=ebdssbonlinesearch
529,From Buzzword to Value: Trajecting NFTs Toward Real-World & Metaverse Usage,"Tue, Nov 8, 2022 3:00 PM +08 (+08:00)",https://www.eventbrite.sg/e/from-buzzword-to-value-trajecting-nfts-toward-real-world-metaverse-usage-tickets-406640742407?aff=ebdssbonlinesearch
530,2022 Veterans Innovation and Entrepreneurship Program,"Wed, Nov 30, 2022 1:00 PM EST (-05:00)",https://www.eventbrite.com/e/2022-veterans-innovation-and-entrepreneurship-program-tickets-429907594187?aff=ebdssbonlinesearch
531,Unlock the full power of Canva for your nonprofit,"Wed, Nov 30, 2022 10:00 AM AEDT (+11:00)",https://www.eventbrite.com/e/unlock-the-full-power-of-canva-for-your-nonprofit-tickets-441348413987?aff=ebdssbonlinesearch
532,"Start a Sourdough Starter, 11/12","Sat, Nov 12, 2022 9:00 AM PST (-08:00)",https://www.eventbrite.com/e/start-a-sourdough-starter-1112-tickets-429502903747?aff=ebdssbonlinesearch
533,"A Web For All: Accessibility, usability and inclusivity online","Thu, Nov 24, 2022 10:00 AM GMT (+00:00)",https://www.eventbrite.co.uk/e/a-web-for-all-accessibility-usability-and-inclusivity-online-tickets-443244124107?aff=ebdssbonlinesearch
534,Pie & Doughnuts the Romanian Way with Irina Georgescu,"Sat, Nov 12, 2022 1:00 PM EST (-05:00)",https://www.eventbrite.com/e/pie-doughnuts-the-romanian-way-with-irina-georgescu-tickets-404931449867?aff=ebdssbonlinesearch
535,Robert Macfarlane and Johnny Flynn: Lost in the Cedar Wood,"Wed, Nov 23, 2022 8:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/robert-macfarlane-and-johnny-flynn-lost-in-the-cedar-wood-tickets-420488190497?aff=ebdssbonlinesearch
536,How to buy a pre-construction home in the Netherlands (Webinar),"Wed, Dec 14, 2022 11:00 AM CET (+01:00)",https://www.eventbrite.ca/e/how-to-buy-a-pre-construction-home-in-the-netherlands-webinar-tickets-234311270317?aff=ebdssbonlinesearch
537,Sonder Social: Plan Your Upcoming Week!,"Sun, Nov 6, 2022 4:00 PM PST (-08:00)",https://www.eventbrite.com/e/sonder-social-plan-your-upcoming-week-tickets-441184433517?aff=ebdssbonlinesearch
538,Devil's Gateway – Daughters of Eve in the Middle Ages - Prof E Archibald,"Tue, Nov 8, 2022 8:00 PM GMT (+00:00)",https://www.eventbrite.co.uk/e/devils-gateway-daughters-of-eve-in-the-middle-ages-prof-e-archibald-tickets-295400449697?aff=ebdssbonlinesearch
539,Premium Virtual Diversity and Inclusion Career Fair,"Thu, Nov 17, 2022 11:00 AM EST (-05:00)",https://www.eventbrite.com/e/premium-virtual-diversity-and-inclusion-career-fair-tickets-439168965197?aff=ebdssbonlinesearch
540,Overcoming Imposter Syndrome,"Tue, Nov 8, 2022 6:30 PM EST (-05:00)",https://www.eventbrite.com/e/overcoming-imposter-syndrome-tickets-410156417887?aff=ebdssbonlinesearch
541,Community Workshop - Restorative Justice,"Tue, Nov 8, 2022 2:00 PM EST (-05:00)",https://www.eventbrite.ca/e/community-workshop-restorative-justice-tickets-444593189197?aff=ebdssbonlinesearch
542,An Autumn Science Lecture with Dr Jill Kowal,"Thu, Nov 17, 2022 7:00 PM GMT (+00:00)",https://www.eventbrite.com/e/an-autumn-science-lecture-with-dr-jill-kowal-tickets-415963476957?aff=ebdssbonlinesearch
543,Holidaze Coffee & Tea | Barista's Favorite Holiday Espresso Beverages,"Wed, Dec 14, 2022 10:00 AM PST (-08:00)",https://www.eventbrite.com/e/holidaze-coffee-tea-baristas-favorite-holiday-espresso-beverages-tickets-391815830697?aff=ebdssbonlinesearch
544,Pelvic Health Class for Pregnant and Post Natal Women - NWL Maternity Team,"Tue, Nov 15, 2022 2:00 PM GMT (+00:00) + 1 more event",https://www.eventbrite.co.uk/e/pelvic-health-class-for-pregnant-and-post-natal-women-nwl-maternity-team-tickets-406090035227?aff=ebdssbonlinesearch
